Intent,User_Query,Response,Language,Category,Action_Required,User_Query_Normalized,Keywords
fayoum_attractions,Photos of وادي الحيتان,"You can find all details about وادي الحيتان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,photos of وادي الحيتان,"photos, of, وادي, الحيتان"
fayoum_attractions,Location of هرم هوارة on map,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,location of هرم هواره on map,"location, of, هرم, هوارة, on, map"
fayoum_hotels,ممكن تفاصيل عن فندق كوم الدكة؟,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن تفاصيل عن فندق كوم الدكه,"ممكن, تفاصيل, عن, فندق, كوم, الدكة"
fayoum_emergency,I'm in trouble in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,im in trouble in fayoum,"i, m, in, trouble, in, fayoum"
fayoum_attractions,تذاكر شلالات الفيوم بكام؟,يمكنك معرفة كافة التفاصيل عن شلالات الفيوم والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,تذاكر شلالات الفيوم بكام,"تذاكر, شلالات, الفيوم, بكام"
fayoum_hotels,Contact info for أوبرج الفيوم,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,contact info for اوبرج الفيوم,"contact, info, for, أوبرج, الفيوم"
fayoum_emergency,Medical help in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,medical help in fayoum,"medical, help, in, fayoum"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_emergency,طوارئ الفيوم من فضلك,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,طوارئ الفيوم من فضلك,"طوارئ, الفيوم, من, فضلك"
fayoum_attractions,عايز أزور ماجيك ليك,يمكنك معرفة كافة التفاصيل عن ماجيك ليك والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,عايز ازور ماجيك ليك,"عايز, أزور, ماجيك, ليك"
fayoum_emergency,شرطة الفيوم بسرعة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,شرطه الفيوم بسرعه,"شرطة, الفيوم, بسرعة"
fayoum_emergency,بلاغ طوارئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ طوارئ الفيوم,"بلاغ, طوارئ, الفيوم"
fayoum_attractions,Trip to هرم هوارة kindly,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,trip to هرم هواره kindly,"trip, to, هرم, هوارة, kindly"
fayoum_emergency,Medical help in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,medical help in fayoum,"medical, help, in, fayoum"
fayoum_hotels,ممكن أسعار فندق أوبرج الفيوم؟,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن اسعار فندق اوبرج الفيوم,"ممكن, أسعار, فندق, أوبرج, الفيوم"
fayoum_attractions,Location of ماجيك ليك on map,"You can find all details about ماجيك ليك, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,location of ماجيك ليك on map,"location, of, ماجيك, ليك, on, map"
fayoum_emergency,رقم الإسعاف في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,رقم الاسعاف في الفيوم,"رقم, الإسعاف, في, الفيوم"
fayoum_attractions,إزاي أوصل لـ قرية تونس؟,يمكنك معرفة كافة التفاصيل عن قرية تونس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ازاي اوصل لـ قريه تونس,"إزاي, أوصل, لـ, قرية, تونس"
fayoum_hotels,إزاي أروح فندق أوبرج الفيوم؟,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ازاي اروح فندق اوبرج الفيوم,"إزاي, أروح, فندق, أوبرج, الفيوم"
fayoum_hotels,How to reach زاد المسافر hotel?,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,how to reach زاد المسافر hotel,"how, to, reach, زاد, المسافر, hotel"
fayoum_hotels,Stay prices at كوم الدكة,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,stay prices at كوم الدكه,"stay, prices, at, كوم, الدكة"
fayoum_attractions,موقع شلالات الفيوم على الخريطة,يمكنك معرفة كافة التفاصيل عن شلالات الفيوم والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,موقع شلالات الفيوم على الخريطه,"موقع, شلالات, الفيوم, على, الخريطة"
fayoum_attractions,مواعيد هرم هوارة إيه؟,يمكنك معرفة كافة التفاصيل عن هرم هوارة والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,مواعيد هرم هواره ايه,"مواعيد, هرم, هوارة, إيه"
fayoum_attractions,إزاي أوصل لـ وادي الحيتان؟,يمكنك معرفة كافة التفاصيل عن وادي الحيتان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ازاي اوصل لـ وادي الحيتان,"إزاي, أوصل, لـ, وادي, الحيتان"
fayoum_hotels,أوبرج الفيوم hotel Fayoum,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,اوبرج الفيوم hotel fayoum,"أوبرج, الفيوم, hotel, fayoum"
fayoum_emergency,I'm in trouble in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,im in trouble in fayoum,"i, m, in, trouble, in, fayoum"
fayoum_hotels,How to reach زاد المسافر hotel?,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,how to reach زاد المسافر hotel,"how, to, reach, زاد, المسافر, hotel"
fayoum_emergency,رقم الإسعاف في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,رقم الاسعاف في الفيوم,"رقم, الإسعاف, في, الفيوم"
fayoum_attractions,عايز أزور وادي الحيتان,يمكنك معرفة كافة التفاصيل عن وادي الحيتان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,عايز ازور وادي الحيتان,"عايز, أزور, وادي, الحيتان"
fayoum_attractions,تذاكر شلالات الفيوم بكام؟,يمكنك معرفة كافة التفاصيل عن شلالات الفيوم والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,تذاكر شلالات الفيوم بكام,"تذاكر, شلالات, الفيوم, بكام"
fayoum_hotels,حجز فندق زاد المسافر الآن,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,حجز فندق زاد المسافر الان,"حجز, فندق, زاد, المسافر, الآن"
fayoum_emergency,Help Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,help fayoum,"help, fayoum"
fayoum_attractions,عايز أزور بحيرة قارون,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,عايز ازور بحيره قارون,"عايز, أزور, بحيرة, قارون"
fayoum_emergency,Fire department Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fire department fayoum,"fire, department, fayoum"
fayoum_hotels,أوضة في أوبرج الفيوم لو سمحت,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اوضه في اوبرج الفيوم لو سمحت,"أوضة, في, أوبرج, الفيوم, لو, سمحت"
fayoum_attractions,What are the hours for شلالات الفيوم?,"You can find all details about شلالات الفيوم, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,what are the hours for شلالات الفيوم,"what, are, the, hours, for, شلالات, الفيوم"
fayoum_emergency,Nearest hospital in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,nearest hospital in fayoum,"nearest, hospital, in, fayoum"
fayoum_attractions,تذاكر وادي الريان بكام؟,يمكنك معرفة كافة التفاصيل عن وادي الريان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,تذاكر وادي الريان بكام,"تذاكر, وادي, الريان, بكام"
fayoum_emergency,شرطة الفيوم بسرعة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,شرطه الفيوم بسرعه,"شرطة, الفيوم, بسرعة"
fayoum_hotels,Contact info for زاد المسافر,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,contact info for زاد المسافر,"contact, info, for, زاد, المسافر"
fayoum_hotels,ممكن تفاصيل عن فندق كوم الدكة؟,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن تفاصيل عن فندق كوم الدكه,"ممكن, تفاصيل, عن, فندق, كوم, الدكة"
fayoum_emergency,بلاغ طوارئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,بلاغ طوارئ الفيوم,"بلاغ, طوارئ, الفيوم"
fayoum_attractions,What are the hours for ماجيك ليك?,"You can find all details about ماجيك ليك, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,what are the hours for ماجيك ليك,"what, are, the, hours, for, ماجيك, ليك"
fayoum_hotels,Details about زاد المسافر hotel,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,details about زاد المسافر hotel,"details, about, زاد, المسافر, hotel"
fayoum_attractions,Ticket prices for هرم هوارة?,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,ticket prices for هرم هواره,"ticket, prices, for, هرم, هوارة"
fayoum_hotels,Details about كوم الدكة hotel,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,details about كوم الدكه hotel,"details, about, كوم, الدكة, hotel"
fayoum_hotels,عايز أحجز في فندق كوم الدكة,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,عايز احجز في فندق كوم الدكه,"عايز, أحجز, في, فندق, كوم, الدكة"
fayoum_hotels,إزاي أروح فندق زاد المسافر؟,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ازاي اروح فندق زاد المسافر,"إزاي, أروح, فندق, زاد, المسافر"
fayoum_hotels,فندق زاد المسافر متاح؟,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,فندق زاد المسافر متاح,"فندق, زاد, المسافر, متاح"
fayoum_attractions,Activities in وادي الحيتان,"You can find all details about وادي الحيتان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,activities in وادي الحيتان,"activities, in, وادي, الحيتان"
fayoum_attractions,أنشطة في بحيرة قارون,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,انشطه في بحيره قارون,"أنشطة, في, بحيرة, قارون"
fayoum_attractions,Photos of وادي الحيتان,"You can find all details about وادي الحيتان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,photos of وادي الحيتان,"photos, of, وادي, الحيتان"
fayoum_attractions,ممكن معلومات عن قصر قارون؟,يمكنك معرفة كافة التفاصيل عن قصر قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ممكن معلومات عن قصر قارون,"ممكن, معلومات, عن, قصر, قارون"
fayoum_attractions,تذاكر هرم هوارة بكام؟,يمكنك معرفة كافة التفاصيل عن هرم هوارة والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,تذاكر هرم هواره بكام,"تذاكر, هرم, هوارة, بكام"
fayoum_emergency,I'm in trouble in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,im in trouble in fayoum,"i, m, in, trouble, in, fayoum"
fayoum_hotels,ممكن تفاصيل عن فندق كوم الدكة؟,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن تفاصيل عن فندق كوم الدكه,"ممكن, تفاصيل, عن, فندق, كوم, الدكة"
fayoum_hotels,فندق أوبرج الفيوم متاح؟,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,فندق اوبرج الفيوم متاح,"فندق, أوبرج, الفيوم, متاح"
fayoum_attractions,عايز أزور قرية تونس,يمكنك معرفة كافة التفاصيل عن قرية تونس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,عايز ازور قريه تونس,"عايز, أزور, قرية, تونس"
fayoum_emergency,Help Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,help fayoum,"help, fayoum"
fayoum_emergency,طوارئ الفيوم من فضلك,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,طوارئ الفيوم من فضلك,"طوارئ, الفيوم, من, فضلك"
fayoum_emergency,تليفون المطافئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,تليفون المطافئ الفيوم,"تليفون, المطافئ, الفيوم"
fayoum_emergency,Help Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,help fayoum,"help, fayoum"
fayoum_hotels,Prices for زاد المسافر hotel please,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,prices for زاد المسافر hotel please,"prices, for, زاد, المسافر, hotel, please"
fayoum_attractions,Activities in هرم هوارة,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,activities in هرم هواره,"activities, in, هرم, هوارة"
fayoum_attractions,أنشطة في بحيرة قارون,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,انشطه في بحيره قارون,"أنشطة, في, بحيرة, قارون"
fayoum_hotels,I want to book at كوم الدكة hotel,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,i want to book at كوم الدكه hotel,"i, want, to, book, at, كوم, الدكة, hotel"
fayoum_attractions,موقع شلالات الفيوم على الخريطة,يمكنك معرفة كافة التفاصيل عن شلالات الفيوم والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,موقع شلالات الفيوم على الخريطه,"موقع, شلالات, الفيوم, على, الخريطة"
fayoum_attractions,How to get to بحيرة قارون?,"You can find all details about بحيرة قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,how to get to بحيره قارون,"how, to, get, to, بحيرة, قارون"
fayoum_attractions,Best time to visit قصر قارون,"You can find all details about قصر قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,best time to visit قصر قارون,"best, time, to, visit, قصر, قارون"
fayoum_emergency,I'm in trouble in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,im in trouble in fayoum,"i, m, in, trouble, in, fayoum"
fayoum_hotels,Prices for زاد المسافر hotel please,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,prices for زاد المسافر hotel please,"prices, for, زاد, المسافر, hotel, please"
fayoum_hotels,Room in كوم الدكة kindly,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,room in كوم الدكه kindly,"room, in, كوم, الدكة, kindly"
fayoum_attractions,How to get to بحيرة قارون?,"You can find all details about بحيرة قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,how to get to بحيره قارون,"how, to, get, to, بحيرة, قارون"
fayoum_emergency,Medical help in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,medical help in fayoum,"medical, help, in, fayoum"
fayoum_emergency,شرطة الفيوم بسرعة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,شرطه الفيوم بسرعه,"شرطة, الفيوم, بسرعة"
fayoum_emergency,عايز أقرب مستشفى في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,عايز اقرب مستشفى في الفيوم,"عايز, أقرب, مستشفى, في, الفيوم"
fayoum_attractions,ممكن معلومات عن شلالات الفيوم؟,يمكنك معرفة كافة التفاصيل عن شلالات الفيوم والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ممكن معلومات عن شلالات الفيوم,"ممكن, معلومات, عن, شلالات, الفيوم"
fayoum_emergency,Fayoum emergency please,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum emergency please,"fayoum, emergency, please"
fayoum_attractions,I want to visit هرم هوارة,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,i want to visit هرم هواره,"i, want, to, visit, هرم, هوارة"
fayoum_hotels,ممكن أسعار فندق زاد المسافر؟,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,ممكن اسعار فندق زاد المسافر,"ممكن, أسعار, فندق, زاد, المسافر"
fayoum_emergency,Help Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,help fayoum,"help, fayoum"
fayoum_hotels,Details about زاد المسافر hotel,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,details about زاد المسافر hotel,"details, about, زاد, المسافر, hotel"
fayoum_emergency,شرطة الفيوم بسرعة,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,شرطه الفيوم بسرعه,"شرطة, الفيوم, بسرعة"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_hotels,أوضة في أوبرج الفيوم لو سمحت,لحجز إقامتك في فندق أوبرج الفيوم، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اوضه في اوبرج الفيوم لو سمحت,"أوضة, في, أوبرج, الفيوم, لو, سمحت"
fayoum_attractions,What are the hours for قرية تونس?,"You can find all details about قرية تونس, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,what are the hours for قريه تونس,"what, are, the, hours, for, قرية, تونس"
fayoum_hotels,فندق كوم الدكة الفيوم,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,فندق كوم الدكه الفيوم,"فندق, كوم, الدكة, الفيوم"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_emergency,Fayoum police quickly,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum police quickly,"fayoum, police, quickly"
fayoum_attractions,Photos of هرم هوارة,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,photos of هرم هواره,"photos, of, هرم, هوارة"
fayoum_attractions,أفضل وقت لزيارة شلالات الفيوم,يمكنك معرفة كافة التفاصيل عن شلالات الفيوم والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,افضل وقت لزياره شلالات الفيوم,"أفضل, وقت, لزيارة, شلالات, الفيوم"
fayoum_hotels,Room in زاد المسافر kindly,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,room in زاد المسافر kindly,"room, in, زاد, المسافر, kindly"
fayoum_hotels,رقم تليفون فندق زاد المسافر,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,رقم تليفون فندق زاد المسافر,"رقم, تليفون, فندق, زاد, المسافر"
fayoum_attractions,رحلة إلى قرية تونس لو سمحت,يمكنك معرفة كافة التفاصيل عن قرية تونس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,رحله الى قريه تونس لو سمحت,"رحلة, إلى, قرية, تونس, لو, سمحت"
fayoum_attractions,Information about قرية تونس please,"You can find all details about قرية تونس, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,information about قريه تونس please,"information, about, قرية, تونس, please"
fayoum_hotels,I want to book at كوم الدكة hotel,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,i want to book at كوم الدكه hotel,"i, want, to, book, at, كوم, الدكة, hotel"
fayoum_hotels,عايز أحجز في فندق كوم الدكة,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,عايز احجز في فندق كوم الدكه,"عايز, أحجز, في, فندق, كوم, الدكة"
fayoum_attractions,أنشطة في بحيرة قارون,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,انشطه في بحيره قارون,"أنشطة, في, بحيرة, قارون"
fayoum_attractions,موقع ماجيك ليك على الخريطة,يمكنك معرفة كافة التفاصيل عن ماجيك ليك والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,موقع ماجيك ليك على الخريطه,"موقع, ماجيك, ليك, على, الخريطة"
fayoum_attractions,رحلة إلى بحيرة قارون لو سمحت,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,رحله الى بحيره قارون لو سمحت,"رحلة, إلى, بحيرة, قارون, لو, سمحت"
fayoum_emergency,عايز أقرب مستشفى في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,عايز اقرب مستشفى في الفيوم,"عايز, أقرب, مستشفى, في, الفيوم"
fayoum_hotels,Details about كوم الدكة hotel,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,details about كوم الدكه hotel,"details, about, كوم, الدكة, hotel"
fayoum_hotels,أوضة في كوم الدكة لو سمحت,لحجز إقامتك في فندق كوم الدكة، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,اوضه في كوم الدكه لو سمحت,"أوضة, في, كوم, الدكة, لو, سمحت"
fayoum_hotels,Is أوبرج الفيوم hotel available?,"To book your stay at فندق أوبرج الفيوم, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,is اوبرج الفيوم hotel available,"is, أوبرج, الفيوم, hotel, available"
fayoum_emergency,أنا في ورطة في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,انا في ورطه في الفيوم,"أنا, في, ورطة, في, الفيوم"
fayoum_attractions,صور من قصر قارون,يمكنك معرفة كافة التفاصيل عن قصر قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,صور من قصر قارون,"صور, من, قصر, قارون"
fayoum_emergency,Emergency report Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,emergency report fayoum,"emergency, report, fayoum"
fayoum_emergency,Fayoum emergency please,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum emergency please,"fayoum, emergency, please"
